fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed_2,fixed_3,fixed_4,volatile_2,density_2,density_3,citric_2,residual_2,chlorides_2,free_2,total_2,pH_2,sulphates_2,alcohol_2
6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,5,37.21,226.981,1384.5841,0.1444,0.99102025,0.986560659,0.0225,3.24,0.005184,36,361,0.99102025,11.6964,0.3249
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5,64,512,4096,0.555025,0.99361024,0.990430687,0.3136,4,0.013924,900,17956,0.99361024,10.4976,0.4356
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,31.36,175.616,983.4496,0.25,0.98743969,0.98121882,0.0081,5.29,0.002401,289,9801,0.98743969,13.1769,0.3969
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,31.36,175.616,983.4496,0.25,0.98743969,0.98121882,0.0081,5.29,0.002401,289,9801,0.98743969,13.1769,0.3969
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,43.56,287.496,1897.4736,0.25,0.99042304,0.985669009,0.0001,2.25,0.0036,289,676,0.99042304,11.56,0.3364
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,62.41,493.039,3895.0081,1.0816,0.99181681,0.987750361,0.0025,4.84,0.007056,169,841,0.99181681,10.3684,0.3025
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,70.56,592.704,4978.7136,0.555025,0.99301225,0.989536707,0.0121,3.61,0.0081,256,3969,0.99301225,10.1761,0.6724
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,68.89,571.787,4745.8321,0.511225,0.99361024,0.990430687,0.0225,3.24,0.007921,100,2704,0.99361024,10.4329,0.5929
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,51.84,373.248,2687.3856,0.172225,0.99440784,0.991623498,0.1296,4,0.006561,169,2025,0.99440784,12.1104,0.4096
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,60.84,474.552,3701.5056,0.3136,0.99241444,0.988643265,0.0361,4.41,0.006561,225,11025,0.99241444,11.0889,0.2916
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5,60.84,474.552,3701.5056,0.3136,0.99241444,0.988643265,0.0361,4,0.006561,289,11664,0.99241444,11.0224,0.2916
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,70.56,592.704,4978.7136,0.555025,0.99301225,0.989536707,0.0121,3.61,0.0081,256,3969,0.99301225,10.1761,0.6724
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,68.89,571.787,4745.8321,0.511225,0.99361024,0.990430687,0.0225,3.24,0.007921,100,2704,0.99361024,10.4329,0.5929
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,27.04,140.608,731.1616,0.1156,0.98327056,0.975011087,0,3.24,0.0025,729,3969,0.98327056,13.5424,0.6241
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,39.69,250.047,1575.2961,0.1521,0.99082116,0.986263383,0.0064,2.89,0.004356,9,400,0.99082116,11.1556,0.3364
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,27.04,140.608,731.1616,0.1156,0.98327056,0.975011087,0,3.24,0.0025,729,3969,0.98327056,13.5424,0.6241
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5,65.61,531.441,4304.6721,0.4489,0.99361024,0.990430687,0.3025,3.24,0.013689,1024,19881,0.99361024,10.0489,0.3844
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,33.64,195.112,1131.6496,0.4624,0.98883136,0.983293904,0.0004,3.24,0.007569,441,8836,0.98883136,12.5316,0.2704
7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5,57.76,438.976,3336.2176,0.2401,0.99361024,0.990430687,0.0676,2.56,0.055696,100,7744,0.99361024,9.6721,0.64
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6,47.61,328.509,2266.7121,0.2401,0.99181681,0.987750361,0.01,5.29,0.005476,144,900,0.99181681,11.6964,0.3364
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,67.24,551.368,4521.2176,0.16,0.99500625,0.992518734,0.1936,7.84,0.007921,121,1849,0.99500625,12.4609,0.3721
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,53.29,389.017,2839.8241,0.1089,0.99161764,0.987452846,0.2209,4.41,0.005929,25,121,0.99161764,11.0889,0.2809
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,4,84.64,778.688,7163.9296,0.2704,0.99920016,0.99880048,1,11.56,0.3721,1024,4761,0.99920016,7.5076,4
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,56.25,421.875,3164.0625,0.36,0.990025,0.985074875,0.0009,3.24,0.009025,625,9801,0.990025,11.2225,0.2916
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,56.25,421.875,3164.0625,0.36,0.990025,0.985074875,0.0009,3.24,0.009025,625,9801,0.990025,11.2225,0.2916
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,50.41,357.911,2541.1681,0.1849,0.99460729,0.99192185,0.1764,30.25,0.0049,841,16641,0.99460729,11.6964,0.5184
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,50.41,357.911,2541.1681,0.1849,0.99460729,0.99192185,0.1764,30.25,0.005041,784,16384,0.99460729,11.6964,0.5041
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,50.41,357.911,2541.1681,0.1849,0.99460729,0.99192185,0.1764,30.25,0.0049,841,16641,0.99460729,11.6964,0.5184
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,50.41,357.911,2541.1681,0.1849,0.99460729,0.99192185,0.1764,30.25,0.005041,784,16384,0.99460729,11.6964,0.5041
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,50.41,357.911,2541.1681,0.4624,0.99380961,0.9907288,0,4.84,0.005329,144,484,0.99380961,12.1104,0.25
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,46.24,314.432,2138.1376,0.36,0.99361024,0.990430687,0.0324,3.61,0.006241,324,7396,0.99361024,12.8881,0.3249
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,57.76,438.976,3336.2176,0.9025,0.99181681,0.987750361,0.0009,4,0.0081,49,400,0.99181681,10.24,0.3136
7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,57.76,438.976,3336.2176,0.4624,0.99301225,0.989536707,0.0004,1.69,0.005184,81,400,0.99301225,10.0489,1.1664
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,60.84,474.552,3701.5056,0.2809,0.99281296,0.989238833,0.0016,2.89,0.005776,289,961,0.99281296,11.0889,0.3136
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,54.76,405.224,2998.6576,0.36,0.99640324,0.994609714,0.0676,53.29,0.0049,1296,14641,0.99640324,11.3569,0.2401
7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5,53.29,389.017,2839.8241,0.3481,0.99620361,0.994310823,0.0676,51.84,0.0049,1225,14641,0.99620361,11.3569,0.2401
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,60.84,474.552,3701.5056,0.3969,0.99221521,0.988345571,0.2304,2.89,0.01,196,9216,0.99221521,10.1761,0.3844
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,46.24,314.432,2138.1376,0.4096,0.99121936,0.986857995,0.01,4.41,0.007225,324,10201,0.99121936,11.1556,0.2704
7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,53.29,389.017,2839.8241,0.3025,0.99121936,0.986857995,0.0009,2.56,0.005184,289,1764,0.99121936,11.3569,0.2304
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,46.24,314.432,2138.1376,0.3969,0.99062209,0.985966166,0.0049,4.41,0.007921,121,1936,0.99062209,12.0409,0.3025
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,56.25,421.875,3164.0625,0.497025,0.99281296,0.989238833,0.0576,3.24,0.1296,225,3969,0.99281296,9,2.5281
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4,62.41,493.039,3895.0081,0.783225,0.99440784,0.991623498,0.0009,3.24,0.003364,16,64,0.99440784,11.2896,0.1089
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,64,512,4096,0.1764,0.99440784,0.991623498,0.0289,4,0.005329,36,324,0.99440784,10.8241,0.3721
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,64,512,4096,0.1764,0.99440784,0.991623498,0.0289,4,0.005329,36,324,0.99440784,10.8241,0.3721
7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,54.76,405.224,2998.6576,0.3844,0.99221521,0.988345571,0.0025,3.61,0.004624,576,1764,0.99221521,11.6964,0.3249
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,53.29,389.017,2839.8241,0.1444,0.99221521,0.988345571,0.0441,4,0.0064,49,1225,0.99221521,11.0889,0.2209
6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,47.61,328.509,2266.7121,0.25,0.99161764,0.987452846,0.0016,2.25,0.007225,361,2401,0.99161764,11.2225,0.6084
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,53.29,389.017,2839.8241,0.1444,0.99221521,0.988345571,0.0441,4,0.0064,49,1225,0.99221521,11.0889,0.2209
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,56.25,421.875,3164.0625,0.2704,0.99440784,0.991623498,0.1764,5.29,0.007569,64,1444,0.99440784,12.8164,0.3721
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,49,343,2401,0.648025,0.99380961,0.9907288,0,6.25,0.004624,49,400,0.99380961,12.1104,0.3136
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,77.44,681.472,5996.9536,0.3721,0.99380961,0.9907288,0.0196,5.76,0.004489,100,1764,0.99380961,10.1761,0.3481
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,77.44,681.472,5996.9536,0.3721,0.99380961,0.9907288,0.0196,5.76,0.004489,100,1764,0.99380961,10.1761,0.3481
8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5,79.21,704.969,6274.2241,0.3721,0.99440784,0.991623498,0.2401,4,0.0729,529,12100,0.99440784,9.7344,1.0404
7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,51.84,373.248,2687.3856,0.5329,0.99440784,0.991623498,0.0004,6.25,0.005776,256,1764,0.99440784,11.8336,0.2704
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,46.24,314.432,2138.1376,0.3721,0.99420841,0.991325206,0.04,3.24,0.005929,121,4225,0.99420841,12.5316,0.3364
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,44.89,300.763,2015.1121,0.3844,0.994009,0.991026973,0.0441,3.61,0.006241,64,3844,0.994009,12.3904,0.3364
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,79.21,704.969,6274.2241,0.0961,0.99420841,0.991325206,0.3249,4,0.012321,676,7225,0.99420841,10.6276,0.2809
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5,54.76,405.224,2998.6576,0.1521,0.99440784,0.991623498,0.2304,4,0.006724,196,4489,0.99440784,11.1556,0.3025
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,59.29,456.533,3515.3041,0.497025,0.99520576,0.992817266,0.01,6.76,0.007056,81,676,0.99520576,11.4921,0.2401
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,62.41,493.039,3895.0081,0.25,0.99361024,0.990430687,0.1089,4,0.007056,225,20449,0.99361024,10.24,0.3025
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,62.41,493.039,3895.0081,0.2401,0.99361024,0.990430687,0.1024,3.61,0.006724,289,20736,0.99361024,10.24,0.3025
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,67.24,551.368,4521.2176,0.25,0.99520576,0.992817266,0.1225,8.41,0.005929,441,16129,0.99520576,10.4329,0.3844
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6,40.96,262.144,1677.7216,0.1369,0.99480676,0.992220262,0.0625,3.61,0.005476,441,2401,0.99480676,12.7449,0.3844
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,46.24,314.432,2138.1376,0.3969,0.99380961,0.9907288,0.0144,14.44,0.009801,256,15876,0.99380961,10.7584,0.3721
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,57.76,438.976,3336.2176,0.3025,0.99281296,0.989238833,0.0441,4.84,0.005041,49,784,0.99281296,10.7584,0.3025
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,57.76,438.976,3336.2176,0.3025,0.99281296,0.989238833,0.0441,4.84,0.005041,49,784,0.99281296,10.7584,0.3025
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,60.84,474.552,3701.5056,0.3481,0.99361024,0.990430687,0.1089,4,0.005476,576,14400,0.99361024,10.5625,0.2916
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,53.29,389.017,2839.8241,0.3364,0.99361024,0.990430687,0.09,5.76,0.005476,225,3025,0.99361024,11.9716,0.3481
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,132.25,1520.875,17490.0625,0.09,0.99620361,0.994310823,0.36,4,0.004489,144,729,0.99620361,9.6721,0.9409
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,29.16,157.464,850.3056,0.697225,0.98485776,0.977372841,0.0064,1.44,0.002116,169,8649,0.98485776,12.7449,0.7225
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,47.61,328.509,2266.7121,1.1881,0.98962704,0.984480979,0.0036,4.41,0.003721,144,961,0.98962704,12.3201,0.1849
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,92.16,884.736,8493.4656,0.1024,0.993909303,0.990877879,0.2209,1.96,0.003136,81,576,0.993909303,10.3684,0.6724
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,77.44,681.472,5996.9536,0.1369,0.99500625,0.992518734,0.2304,4.41,0.009409,1521,21025,0.99500625,9.2416,1.0609
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,46.24,314.432,2138.1376,0.25,0.990920703,0.986412013,0.0121,2.25,0.005625,256,2401,0.990920703,11.2896,0.6241
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,49,343,2401,0.1764,0.99221521,0.988345571,0.1225,2.56,0.007744,256,1521,0.99221521,11.1556,0.3025
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,49,343,2401,0.1849,0.992314823,0.98849441,0.1296,2.56,0.007921,196,1369,0.992314823,11.1556,0.3136
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,163.84,2097.152,26843.5456,0.09,0.99880036,0.99820108,0.5476,6.76,0.009025,81,784,0.99880036,10.24,0.5929
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,163.84,2097.152,26843.5456,0.09,0.99880036,0.99820108,0.5476,6.76,0.009025,81,784,0.99880036,10.24,0.5929
7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,60.84,474.552,3701.5056,0.3249,0.992514063,0.988792135,0.0961,3.24,0.004761,676,14400,0.992514063,10.8241,0.2809
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,60.84,474.552,3701.5056,0.1936,0.99321156,0.989834641,0.0784,7.29,0.01,324,9025,0.99321156,10.3684,0.4489
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,121,1331,14641,0.09,0.996004,0.994011992,0.3364,4.41,0.002916,49,361,0.996004,10.9561,0.7744
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,94.09,912.673,8852.9281,0.2809,0.991717223,0.987601596,0.36,4,0.001521,25,361,0.991717223,10.89,0.7396
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,64,512,4096,0.525625,0.993709923,0.990579736,0.0576,7.84,0.006889,100,3844,0.993709923,11.2225,0.3136
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,134.56,1560.896,18106.3936,0.1936,0.996004,0.994011992,0.4096,4.41,0.003481,25,225,0.996004,10.3041,0.4489
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,67.24,551.368,4521.2176,0.3249,0.99181681,0.987750361,0.0676,4.84,0.0036,784,4225,0.99181681,10.89,0.1849
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,60.84,474.552,3701.5056,0.540225,0.99480676,0.992220262,0.0064,5.76,0.008464,100,1681,0.99480676,10.4976,0.5041
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,49,343,2401,0.2401,0.99480676,0.992220262,0.2401,31.36,0.0036,676,14641,0.99480676,11.1556,0.5776
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,75.69,658.503,5728.9761,0.390625,0.99241444,0.988643265,0.0256,4,0.010201,169,2401,0.99241444,9.8596,0.3249
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,65.61,531.441,4304.6721,0.525625,0.99341089,0.990132634,0.0484,4.84,0.005184,121,1681,0.99341089,11.2896,0.3025
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,56.25,421.875,3164.0625,0.2401,0.99141849,0.98715539,0.0361,3.61,0.005776,100,1936,0.99141849,11.4921,0.2916
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,60.84,474.552,3701.5056,0.2809,0.993111903,0.989685666,0.1089,5.76,0.0064,576,20736,0.993111903,10.89,0.36
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,60.84,474.552,3701.5056,0.1156,0.99281296,0.989238833,0.1369,4,0.006724,576,3364,0.99281296,11.1556,0.3481
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,54.76,405.224,2998.6576,0.2809,0.99141849,0.98715539,0.0676,4,0.010201,256,5184,0.99141849,9.9225,0.3249
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,46.24,314.432,2138.1376,0.3721,0.990522563,0.98581758,0.0016,2.25,0.003249,25,100,0.990522563,11.6964,0.36
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,73.96,636.056,5470.0816,0.416025,0.996303423,0.994460261,0.0625,4,0.006889,64,784,0.996303423,10.7584,0.36
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,70.56,592.704,4978.7136,0.403225,0.994906503,0.992369491,0.1296,4,0.007921,225,3025,0.994906503,10.9561,0.3249
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,59.29,456.533,3515.3041,0.1849,0.992314823,0.98849441,0.0625,6.76,0.005329,841,3969,0.992314823,11.3569,0.3364
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,79.21,704.969,6274.2241,0.3481,0.99281296,0.989238833,0.25,4,0.113569,729,6561,0.99281296,9.2416,2.5921
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,81,729,6561,0.6724,0.99680256,0.995207676,0.0196,6.76,0.007921,81,529,0.99680256,11.4921,0.3969
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,59.29,456.533,3515.3041,0.1849,0.992314823,0.98849441,0.0625,6.76,0.005329,841,3969,0.992314823,11.3569,0.3364
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,47.61,328.509,2266.7121,0.2704,0.993709923,0.990579736,0.0625,6.76,0.006561,100,1369,0.993709923,11.9716,0.25
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,27.04,140.608,731.1616,0.2304,0.98545329,0.978259481,0.0016,2.56,0.002916,361,11236,0.98545329,12.5316,0.3844
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,64,512,4096,0.1444,0.992514063,0.988792135,0.0036,3.24,0.006084,144,2401,0.992514063,11.3569,0.2704
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,72.25,614.125,5220.0625,0.1369,0.996004,0.994011992,0.04,7.84,0.0081,324,3364,0.996004,11.1556,0.49
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,47.61,328.509,2266.7121,0.2704,0.993709923,0.990579736,0.0625,6.76,0.006561,100,1369,0.993709923,11.9716,0.25
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,67.24,551.368,4521.2176,1,0.993709923,0.990579736,0.0081,5.29,0.004225,49,1369,0.993709923,11.0224,0.3025
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,51.84,373.248,2687.3856,0.3969,0.993510563,0.990281653,0,3.61,0.009409,196,1444,0.993510563,11.3569,0.3364
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,51.84,373.248,2687.3856,0.3969,0.993510563,0.990281653,0,3.61,0.009409,196,1444,0.993510563,11.3569,0.3364
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,51.84,373.248,2687.3856,0.416025,0.993510563,0.990281653,0,3.61,0.009409,225,1521,0.993510563,11.3569,0.3364
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,51.84,373.248,2687.3856,0.3969,0.993510563,0.990281653,0,3.61,0.009409,196,1444,0.993510563,11.3569,0.3364
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,67.24,551.368,4521.2176,1,0.993709923,0.990579736,0.0081,5.29,0.004225,49,1369,0.993709923,11.0224,0.3025
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,79.21,704.969,6274.2241,0.403225,0.99420841,0.991325206,0.1369,2.89,0.069169,25,3844,0.99420841,9,1.1881
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,144,1728,20736,0.1444,0.998500563,0.997751687,0.3136,4.41,0.008649,36,576,0.998500563,9.8596,0.5041
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,59.29,456.533,3515.3041,0.3364,0.991318923,0.987006685,0.01,3.24,0.010404,784,11881,0.991318923,9.4864,0.2401
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,225,3375,50625,0.0441,1.000100003,1.000150008,0.1936,4.84,0.005625,100,576,1.000100003,9.4249,0.7056
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,225,3375,50625,0.0441,1.000100003,1.000150008,0.1936,4.84,0.005625,100,576,1.000100003,9.4249,0.7056
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,53.29,389.017,2839.8241,0.4356,0.99660289,0.994908665,0,4,0.007056,36,529,0.99660289,13.0321,0.9216
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,50.41,357.911,2541.1681,0.4624,0.993709923,0.990579736,0.0049,3.61,0.005625,256,2601,0.993709923,11.4244,0.2704
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,67.24,551.368,4521.2176,0.36,0.99261369,0.988941019,0.0289,5.29,0.005184,121,5329,0.99261369,10.24,0.2025
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,59.29,456.533,3515.3041,0.2809,0.992314823,0.98849441,0.0036,2.89,0.005476,81,1521,0.992314823,11.2225,0.2304
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,53.29,389.017,2839.8241,0.4356,0.99660289,0.994908665,0,4,0.007056,36,529,0.99660289,13.0321,0.9216
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,116.64,1259.712,13604.8896,0.1024,0.99700225,0.995506747,0.1936,2.56,0.003969,256,1369,0.99700225,10.3684,0.6084
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,50.41,357.911,2541.1681,0.36,0.99440784,0.991623498,0,3.24,0.005476,256,1156,0.99440784,12.0409,0.49
11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,123.21,1367.631,15180.7041,0.1225,0.99720196,0.995805877,0.2304,9.61,0.0081,25,441,0.99720196,10.0489,0.2809
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,59.29,456.533,3515.3041,0.600625,0.99181681,0.987750361,0.1764,3.61,0.008464,64,7396,0.99181681,10.4329,0.3481
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,50.41,357.911,2541.1681,0.36,0.99440784,0.991623498,0,3.24,0.005476,256,1156,0.99440784,12.0409,0.49
8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,64,512,4096,0.3249,0.993510563,0.990281653,0.0529,10.24,0.005329,289,14161,0.993510563,10.6276,0.3249
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,88.36,830.584,7807.4896,0.1156,0.996004,0.994011992,0.1369,4.84,0.005625,25,169,0.996004,10.3684,0.3844
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,43.56,287.496,1897.4736,0.483025,0.99361024,0.990430687,0,4.41,0.005625,144,3136,0.99361024,12.1801,0.4489
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,59.29,456.533,3515.3041,0.1681,0.99361024,0.990430687,0.5776,3.24,0.373321,64,2025,0.99361024,9.3636,1.5876
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,100,1000,10000,0.0961,0.999300123,0.998950367,0.2209,6.76,0.007225,196,1089,0.999300123,11.2896,0.64
